srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,text_features,attack_context,multi_class_label
175.45.176.0,17641,149.171.126.12,179,114,5,0.499546,622,268,254,252,2,1,0,8968.143555,3587.257324,10,6,255,255,4209098376,3713158929,62,45,0,0,2742.252396,142.198672,1421927776,1421927777,55.505111,81.158398,0.160454,0.067079,0.093375,0,1,0.0,0.0,0,4,4,2,2,2,1,2, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,29258,149.171.126.12,179,114,5,0.509332,718,268,254,252,2,1,0,10162.33008,3518.33374,10,6,255,255,2155857923,1206995406,72,45,0,0,2801.467501,136.919594,1421927777,1421927777,56.592444,88.016203,0.151531,0.068573,0.082958,0,1,0.0,0.0,0,4,4,2,2,2,1,2, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,51987,149.171.126.13,179,114,5,0.470612,490,268,254,252,2,1,0,7496.621582,3807.807861,10,6,255,255,835201640,1822653009,49,45,0,0,2550.899815,121.187383,1421927776,1421927777,48.054667,78.657797,0.154875,0.077313,0.077562,0,1,0.0,0.0,0,7,6,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,40655,149.171.126.15,21700,114,5,0.78598,1270,1230,254,252,2,2,5,11633.88379,11267.46289,10,10,255,255,3386786628,2857846804,127,123,0,0,5509.103023,117.327812,1421927777,1421927778,87.331111,76.970664,0.142154,0.092458,0.049696,0,1,0.0,0.0,0,1,1,1,3,1,1,1,Generic,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Generic - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,5
175.45.176.2,65464,149.171.126.13,179,114,5,0.688351,490,268,254,252,2,1,0,5125.29248,2603.322998,10,6,255,255,3211875645,2130096365,49,45,0,0,4071.956001,199.477031,1421927778,1421927778,71.172111,120.406602,0.149856,0.086311,0.063545,0,1,0.0,0.0,0,9,8,2,3,2,1,2, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,47934,149.171.126.13,179,114,5,0.528925,490,268,254,252,2,1,0,6670.132812,3388.003906,10,6,255,255,287949378,1381262300,49,45,0,0,2806.943429,112.486742,1421927777,1421927778,54.330556,82.359,0.166269,0.117119,0.04915,0,1,0.0,0.0,0,9,8,2,3,2,1,2, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,13432,149.171.126.12,179,114,5,0.654317,910,354,254,252,2,1,0,10013.49512,3790.21167,10,8,255,255,3575418384,663358757,91,44,0,0,4485.167971,142.916016,1421927778,1421927778,72.701889,86.30743,0.133892,0.049557,0.084335,0,1,0.0,0.0,0,5,4,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,19538,149.171.126.13,80,114,5,0.786892,814,1272,62,252,2,2,5,7452.102539,11640.7334,10,10,255,255,3278989301,2549262235,81,127,1,170,5303.373838,117.956539,1421927778,1421927779,87.432444,77.159,0.139307,0.091674,0.047633,0,1,1.0,0.0,0,1,1,2,3,1,1,1,Exploits,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Exploits - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,4
175.45.176.0,51614,149.171.126.12,179,114,5,0.694873,1294,268,254,252,2,1,0,13412.52344,2578.888672,10,6,255,255,1996247963,777894405,129,45,0,0,3383.74242,173.621422,1421927778,1421927779,64.698333,126.290203,0.141983,0.063418,0.078565,0,1,0.0,0.0,0,5,4,1,3,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,57850,149.171.126.13,179,114,5,0.549809,490,268,254,252,2,1,0,6416.773926,3259.313721,10,6,255,255,1411027721,529040640,49,45,0,0,2993.154666,123.022258,1421927778,1421927779,56.936333,91.536203,0.145105,0.092118,0.052987,0,1,0.0,0.0,0,9,8,2,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,26417,149.171.126.15,111,120,6,1e-05,168,0,254,0,0,0,0,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927779,1421927779,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,5,1,1,3,1,1,1,Reconnaissance,1,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,MALICIOUS_ACTIVITY Type:Reconnaissance - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,6
175.45.176.0,3277,149.171.126.12,179,114,5,0.451246,2062,268,254,252,2,1,0,32904.44922,3971.226318,10,6,255,255,1523870122,951996415,206,45,0,0,2448.635563,105.593156,1421927779,1421927780,45.734222,79.190797,0.104612,0.055281,0.049331,0,1,0.0,0.0,0,5,4,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,29112,149.171.126.12,179,114,5,0.510333,3678,268,254,252,3,1,0,52859.60156,3511.432617,12,6,255,255,1944123016,2492159243,307,45,0,0,2479.676332,126.356555,1421927780,1421927781,44.623544,83.800203,0.170371,0.091322,0.079049,0,1,0.0,0.0,0,5,4,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,34905,149.171.126.11,8433,120,6,1.1e-05,486,0,254,0,0,0,0,176727264.0,0.0,2,0,0,0,0,0,243,0,0,0,0.0,0.0,1421927781,1421927781,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,9,1,1,4,1,1,1,Shellcode,1,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,MALICIOUS_ACTIVITY Type:Shellcode - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,7
175.45.176.0,7569,149.171.126.18,1723,114,5,1.258976,756,268,254,252,2,1,0,4327.326172,1423.379028,10,6,255,255,1177662743,2897866325,76,45,0,0,9376.19558,420.069656,1421927780,1421927782,139.663444,228.448406,0.18225,0.116728,0.065522,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:1.3s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:1.3s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,11452,149.171.126.12,179,114,5,0.482455,6830,268,254,252,4,1,0,105178.7266,3714.336182,14,6,255,255,3074099995,2534480250,488,45,0,0,2240.246267,134.807516,1421927781,1421927782,37.111924,82.989203,0.155632,0.066756,0.088876,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.5s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,7645,149.171.126.18,1723,114,5,0.769153,820,354,254,252,2,1,0,7675.976074,3224.325928,10,8,255,255,3742471864,43353736,82,44,0,0,5716.166458,147.915891,1421927782,1421927783,82.847333,102.055289,0.134669,0.054756,0.079913,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,2886,149.171.126.12,179,114,5,0.386268,550,268,254,252,2,1,0,10251.94922,4639.266113,10,6,255,255,84970955,2202811634,55,45,0,0,2050.355954,81.870211,1421927782,1421927783,42.823667,63.943199,0.10844,0.066542,0.041898,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.4s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.4s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.3,17069,149.171.126.17,111,120,6,1.1e-05,168,0,254,0,0,0,0,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927783,1421927783,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,2,1,1,1,Reconnaissance,1,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,MALICIOUS_ACTIVITY Type:Reconnaissance - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,6
175.45.176.3,60281,149.171.126.14,21,114,5,0.901709,1200,1328,254,252,3,4,3,9759.246094,10806.14648,12,12,255,255,1287276347,2619600404,100,111,0,0,4154.677425,97.190344,1421927782,1421927783,81.965453,76.616727,0.132327,0.058914,0.073413,0,1,0.0,0.0,0,1,1,1,2,1,1,1,Exploits,1,Network_Activity: Protocol:Protocol_114 Service:DNS Connection_State:State_5 Duration:0.9s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Exploits - Network_Activity: Protocol:Protocol_114 Service:DNS Connection_State:State_5 Duration:0.9s. Behavioral_Pattern: Normal_Behavior,4
175.45.176.0,18361,149.171.126.18,1723,114,5,0.845573,884,354,254,252,2,1,0,7530.987793,2932.922363,10,8,255,255,147179710,1053455647,88,44,0,0,5094.41084,187.919953,1421927783,1421927784,88.923889,101.021,0.304366,0.138416,0.16595,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,6979,149.171.126.12,179,114,5,0.902279,574,354,254,252,2,1,0,4583.947754,2748.595459,10,8,255,255,1307206273,2523812161,57,44,0,0,5684.499572,175.249906,1421927783,1421927784,95.205444,108.66043,0.223624,0.14165,0.081974,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.3,35334,149.171.126.12,80,114,5,0.860183,816,354,254,252,2,1,5,6835.754883,2883.107422,10,8,255,255,1833545478,1290747516,82,44,0,0,5924.968061,153.360484,1421927784,1421927785,87.220444,114.047859,0.128295,0.061844,0.066451,0,1,0.0,0.0,0,1,1,2,1,1,1,1,Reconnaissance,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Reconnaissance - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,6
175.45.176.0,1487,149.171.126.18,1723,114,5,0.705875,948,268,254,252,2,1,0,9678.767578,2538.693115,10,6,255,255,1471439558,1320947458,95,45,0,0,4116.317667,190.479844,1421927784,1421927785,72.224444,129.162602,0.145641,0.060058,0.085583,0,1,0.0,0.0,0,8,4,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,53670,149.171.126.12,179,114,5,0.716976,622,268,254,252,2,1,0,6248.46582,2499.386475,10,6,255,255,3817826779,3625797453,62,45,0,0,4141.731119,185.453469,1421927784,1421927785,76.791556,126.195,0.195853,0.085992,0.109861,0,1,0.0,0.0,0,8,4,2,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,7791,149.171.126.12,179,114,5,0.661795,718,268,254,252,2,1,0,7821.152832,2707.787109,10,6,255,255,1841932818,2689302434,72,45,0,0,3458.843277,151.103469,1421927785,1421927786,65.256889,106.879602,0.226282,0.127386,0.098896,0,1,0.0,0.0,0,5,4,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,45952,149.171.126.12,28584,114,5,0.896774,982,268,254,252,2,1,0,7886.044922,1998.273804,10,6,255,255,729495713,1695332421,98,45,0,0,5118.09788,270.411656,1421927786,1421927787,99.577111,162.512406,0.303198,0.084201,0.218997,0,1,0.0,0.0,0,6,4,2,3,1,1,1,Shellcode,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Shellcode - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.9s. Behavioral_Pattern: Normal_Behavior,7
175.45.176.0,7580,149.171.126.18,1723,114,5,0.725522,1012,268,254,252,2,1,0,10045.18164,2469.945801,10,6,255,255,3678560319,3678855756,101,45,0,0,3891.537293,165.889922,1421927786,1421927787,80.504333,115.129398,0.200734,0.149864,0.05087,0,1,0.0,0.0,0,5,2,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,16946,149.171.126.12,179,114,5,0.756855,910,268,254,252,2,1,0,8656.875977,2367.692627,10,6,255,255,3396810677,1458653871,91,45,0,0,4194.912664,143.820984,1421927787,1421927787,79.416667,116.788,0.263054,0.172913,0.090141,0,1,0.0,0.0,0,5,4,2,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Balanced_Communication Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,46036,149.171.126.18,1723,114,5,0.8165,1076,268,254,252,2,1,0,9494.182617,2194.733643,10,6,255,255,4012950619,77345314,108,45,0,0,4705.699134,224.232922,1421927788,1421927788,84.104778,142.486203,0.157097,0.104059,0.053038,0,1,0.0,0.0,0,5,2,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,2435,149.171.126.12,179,114,5,0.553812,1294,268,254,252,2,1,0,16828.81445,3235.754883,10,6,255,255,2935534685,718132699,129,45,0,0,3390.926264,114.293297,1421927788,1421927789,61.487333,81.656,0.273324,0.145521,0.127803,0,1,0.0,0.0,0,5,4,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.6s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.6s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.3,42412,149.171.126.15,80,114,5,0.720992,1206,268,254,252,2,1,5,12050.06348,2485.464355,10,6,255,255,1888471062,1983605202,121,45,1,0,4004.97105,162.958469,1421927788,1421927789,75.802,118.714797,0.191019,0.12741,0.063609,0,1,1.0,0.0,0,1,2,1,1,1,1,1,Exploits,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Exploits - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 Duration:0.7s. Behavioral_Pattern: Normal_Behavior,4
175.45.176.1,29092,149.171.126.15,80,114,5,3.99375,2416,308476,254,252,2,116,5,4739.405273,615299.375,48,236,255,255,2507864534,1188416310,50,1307,0,0,4002.976879,1923.690198,1421927786,1421927790,84.973407,16.561085,0.217738,0.101218,0.11652,0,1,0.0,0.0,0,1,2,1,1,1,1,1,Worms,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:4.0s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Worms - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:4.0s. Behavioral_Pattern: Normal_Behavior,8
175.45.176.0,29114,149.171.126.12,179,114,5,0.778065,2062,268,254,252,2,1,0,19083.23828,2303.149414,10,6,255,255,982871877,2887926170,206,45,0,0,4201.299292,176.116141,1421927789,1421927790,78.834556,127.082602,0.232936,0.142642,0.090294,0,1,0.0,0.0,0,4,2,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,17291,149.171.126.18,1723,114,5,0.828157,1140,354,254,252,2,1,0,9911.164062,2994.601318,10,8,255,255,1319930342,677966001,114,44,0,0,5032.096382,171.961328,1421927790,1421927790,92.017444,83.346711,0.283339,0.211012,0.072327,0,1,0.0,0.0,0,4,2,1,2,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.3,33768,149.171.126.17,143,114,5,2.821088,1186,41258,62,252,6,21,0,3212.944824,114457.9688,22,46,255,255,2648475168,1231707535,54,897,0,0,6824.12652,4659.058885,1421927788,1421927791,134.337527,61.369643,0.139535,0.058494,0.081041,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:2.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Exploits - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:2.8s. Behavioral_Pattern: Normal_Behavior,4
175.45.176.1,41998,149.171.126.15,111,120,6,1.1e-05,168,0,254,0,0,0,0,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927791,1421927791,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,Reconnaissance,1,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,MALICIOUS_ACTIVITY Type:Reconnaissance - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,6
175.45.176.0,38702,149.171.126.18,1723,114,5,0.823711,1204,268,254,252,2,1,0,10527.96484,2175.520264,10,6,255,255,3269552414,3156336508,120,45,0,0,4477.117404,177.767781,1421927791,1421927792,88.556667,122.073203,0.284825,0.213338,0.071487,0,1,0.0,0.0,0,4,2,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.8s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.2,33207,149.171.126.19,80,114,5,1.813118,1182,75869,62,252,2,29,5,4928.526367,329359.7188,18,62,255,255,2980375226,2104003983,66,1224,1,36419,5267.680323,3704.263271,1421927792,1421927793,106.654,28.298852,0.228029,0.086035,0.141994,0,1,1.0,0.0,0,1,1,1,3,1,1,1,Exploits,1,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.8s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type:Exploits - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.8s. Behavioral_Pattern: Normal_Behavior,4
175.45.176.0,7033,149.171.126.12,179,114,5,0.862691,3678,268,254,252,3,1,0,31269.59766,2077.221191,12,6,255,255,1158319979,1352459926,307,45,0,0,4507.435367,240.868859,1421927792,1421927793,71.732728,157.712406,0.190026,0.074125,0.115901,0,1,0.0,0.0,0,4,2,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.9s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.9s. Behavioral_Pattern: Normal_Behavior,0
175.45.176.0,47889,149.171.126.12,179,114,5,0.647284,6830,268,254,252,4,1,0,78395.26563,2768.491211,14,6,255,255,698180325,2193799940,488,45,0,0,3433.949239,184.936563,1421927793,1421927794,46.664154,118.256602,0.143704,0.055996,0.087708,0,1,0.0,0.0,0,5,3,1,1,1,1,1, Fuzzers,1,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.6s. Behavioral_Pattern: Normal_Behavior,MALICIOUS_ACTIVITY Type: Fuzzers - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.6s. Behavioral_Pattern: Normal_Behavior,0
